Unicode Code Point,Character,Description
0x7fba,羺,CJK UNIFIED IDEOGRAPH-7FBA
0x7fbb,羻,CJK UNIFIED IDEOGRAPH-7FBB
0x7fbc,羼,CJK UNIFIED IDEOGRAPH-7FBC
0x7fbd,羽,CJK UNIFIED IDEOGRAPH-7FBD
0x7fbe,羾,CJK UNIFIED IDEOGRAPH-7FBE
0x7fbf,羿,CJK UNIFIED IDEOGRAPH-7FBF
0x7fc0,翀,CJK UNIFIED IDEOGRAPH-7FC0
0x7fc1,翁,CJK UNIFIED IDEOGRAPH-7FC1
0x7fc2,翂,CJK UNIFIED IDEOGRAPH-7FC2
0x7fc3,翃,CJK UNIFIED IDEOGRAPH-7FC3
0x7fc4,翄,CJK UNIFIED IDEOGRAPH-7FC4
0x7fc5,翅,CJK UNIFIED IDEOGRAPH-7FC5
0x7fc6,翆,CJK UNIFIED IDEOGRAPH-7FC6
0x7fc7,翇,CJK UNIFIED IDEOGRAPH-7FC7
0x7fc8,翈,CJK UNIFIED IDEOGRAPH-7FC8
0x7fc9,翉,CJK UNIFIED IDEOGRAPH-7FC9
0x7fca,翊,CJK UNIFIED IDEOGRAPH-7FCA
0x7fcb,翋,CJK UNIFIED IDEOGRAPH-7FCB
0x7fcc,翌,CJK UNIFIED IDEOGRAPH-7FCC
0x7fcd,翍,CJK UNIFIED IDEOGRAPH-7FCD
0x7fce,翎,CJK UNIFIED IDEOGRAPH-7FCE
0x7fcf,翏,CJK UNIFIED IDEOGRAPH-7FCF
0x7fd0,翐,CJK UNIFIED IDEOGRAPH-7FD0
0x7fd1,翑,CJK UNIFIED IDEOGRAPH-7FD1
0x7fd2,習,CJK UNIFIED IDEOGRAPH-7FD2
0x7fd3,翓,CJK UNIFIED IDEOGRAPH-7FD3
0x7fd4,翔,CJK UNIFIED IDEOGRAPH-7FD4
0x7fd5,翕,CJK UNIFIED IDEOGRAPH-7FD5
0x7fd6,翖,CJK UNIFIED IDEOGRAPH-7FD6
0x7fd7,翗,CJK UNIFIED IDEOGRAPH-7FD7
0x7fd8,翘,CJK UNIFIED IDEOGRAPH-7FD8
0x7fd9,翙,CJK UNIFIED IDEOGRAPH-7FD9
0x7fda,翚,CJK UNIFIED IDEOGRAPH-7FDA
0x7fdb,翛,CJK UNIFIED IDEOGRAPH-7FDB
0x7fdc,翜,CJK UNIFIED IDEOGRAPH-7FDC
0x7fdd,翝,CJK UNIFIED IDEOGRAPH-7FDD
0x7fde,翞,CJK UNIFIED IDEOGRAPH-7FDE
0x7fdf,翟,CJK UNIFIED IDEOGRAPH-7FDF
0x7fe0,翠,CJK UNIFIED IDEOGRAPH-7FE0
0x7fe1,翡,CJK UNIFIED IDEOGRAPH-7FE1
0x7fe2,翢,CJK UNIFIED IDEOGRAPH-7FE2
0x7fe3,翣,CJK UNIFIED IDEOGRAPH-7FE3
0x7fe4,翤,CJK UNIFIED IDEOGRAPH-7FE4
0x7fe5,翥,CJK UNIFIED IDEOGRAPH-7FE5
0x7fe6,翦,CJK UNIFIED IDEOGRAPH-7FE6
0x7fe7,翧,CJK UNIFIED IDEOGRAPH-7FE7
0x7fe8,翨,CJK UNIFIED IDEOGRAPH-7FE8
0x7fe9,翩,CJK UNIFIED IDEOGRAPH-7FE9
0x7fea,翪,CJK UNIFIED IDEOGRAPH-7FEA
0x7feb,翫,CJK UNIFIED IDEOGRAPH-7FEB
0x7fec,翬,CJK UNIFIED IDEOGRAPH-7FEC
0x7fed,翭,CJK UNIFIED IDEOGRAPH-7FED
0x7fee,翮,CJK UNIFIED IDEOGRAPH-7FEE
0x7fef,翯,CJK UNIFIED IDEOGRAPH-7FEF
0x7ff0,翰,CJK UNIFIED IDEOGRAPH-7FF0
0x7ff1,翱,CJK UNIFIED IDEOGRAPH-7FF1
0x7ff2,翲,CJK UNIFIED IDEOGRAPH-7FF2
0x7ff3,翳,CJK UNIFIED IDEOGRAPH-7FF3
0x7ff4,翴,CJK UNIFIED IDEOGRAPH-7FF4
0x7ff5,翵,CJK UNIFIED IDEOGRAPH-7FF5
0x7ff6,翶,CJK UNIFIED IDEOGRAPH-7FF6
0x7ff7,翷,CJK UNIFIED IDEOGRAPH-7FF7
0x7ff8,翸,CJK UNIFIED IDEOGRAPH-7FF8
0x7ff9,翹,CJK UNIFIED IDEOGRAPH-7FF9
0x7ffa,翺,CJK UNIFIED IDEOGRAPH-7FFA
0x7ffb,翻,CJK UNIFIED IDEOGRAPH-7FFB
0x7ffc,翼,CJK UNIFIED IDEOGRAPH-7FFC
0x7ffd,翽,CJK UNIFIED IDEOGRAPH-7FFD
0x7ffe,翾,CJK UNIFIED IDEOGRAPH-7FFE
0x7fff,翿,CJK UNIFIED IDEOGRAPH-7FFF
0x8000,耀,CJK UNIFIED IDEOGRAPH-8000
0x8001,老,CJK UNIFIED IDEOGRAPH-8001
0x8002,耂,CJK UNIFIED IDEOGRAPH-8002
0x8003,考,CJK UNIFIED IDEOGRAPH-8003
0x8004,耄,CJK UNIFIED IDEOGRAPH-8004
0x8005,者,CJK UNIFIED IDEOGRAPH-8005
0x8006,耆,CJK UNIFIED IDEOGRAPH-8006
0x8007,耇,CJK UNIFIED IDEOGRAPH-8007
0x8008,耈,CJK UNIFIED IDEOGRAPH-8008
0x8009,耉,CJK UNIFIED IDEOGRAPH-8009
0x800a,耊,CJK UNIFIED IDEOGRAPH-800A
0x800b,耋,CJK UNIFIED IDEOGRAPH-800B
0x800c,而,CJK UNIFIED IDEOGRAPH-800C
0x800d,耍,CJK UNIFIED IDEOGRAPH-800D
0x800e,耎,CJK UNIFIED IDEOGRAPH-800E
0x800f,耏,CJK UNIFIED IDEOGRAPH-800F
0x8010,耐,CJK UNIFIED IDEOGRAPH-8010
0x8011,耑,CJK UNIFIED IDEOGRAPH-8011
0x8012,耒,CJK UNIFIED IDEOGRAPH-8012
0x8013,耓,CJK UNIFIED IDEOGRAPH-8013
0x8014,耔,CJK UNIFIED IDEOGRAPH-8014
0x8015,耕,CJK UNIFIED IDEOGRAPH-8015
0x8016,耖,CJK UNIFIED IDEOGRAPH-8016
0x8017,耗,CJK UNIFIED IDEOGRAPH-8017
0x8018,耘,CJK UNIFIED IDEOGRAPH-8018
0x8019,耙,CJK UNIFIED IDEOGRAPH-8019
0x801a,耚,CJK UNIFIED IDEOGRAPH-801A
0x801b,耛,CJK UNIFIED IDEOGRAPH-801B
0x801c,耜,CJK UNIFIED IDEOGRAPH-801C
0x801d,耝,CJK UNIFIED IDEOGRAPH-801D
0x801e,耞,CJK UNIFIED IDEOGRAPH-801E
0x801f,耟,CJK UNIFIED IDEOGRAPH-801F
0x8020,耠,CJK UNIFIED IDEOGRAPH-8020
0x8021,耡,CJK UNIFIED IDEOGRAPH-8021
0x8022,耢,CJK UNIFIED IDEOGRAPH-8022
0x8023,耣,CJK UNIFIED IDEOGRAPH-8023
0x8024,耤,CJK UNIFIED IDEOGRAPH-8024
0x8025,耥,CJK UNIFIED IDEOGRAPH-8025
0x8026,耦,CJK UNIFIED IDEOGRAPH-8026
0x8027,耧,CJK UNIFIED IDEOGRAPH-8027
0x8028,耨,CJK UNIFIED IDEOGRAPH-8028
0x8029,耩,CJK UNIFIED IDEOGRAPH-8029
0x802a,耪,CJK UNIFIED IDEOGRAPH-802A
0x802b,耫,CJK UNIFIED IDEOGRAPH-802B
0x802c,耬,CJK UNIFIED IDEOGRAPH-802C
0x802d,耭,CJK UNIFIED IDEOGRAPH-802D
0x802e,耮,CJK UNIFIED IDEOGRAPH-802E
0x802f,耯,CJK UNIFIED IDEOGRAPH-802F
0x8030,耰,CJK UNIFIED IDEOGRAPH-8030
0x8031,耱,CJK UNIFIED IDEOGRAPH-8031
0x8032,耲,CJK UNIFIED IDEOGRAPH-8032
0x8033,耳,CJK UNIFIED IDEOGRAPH-8033
0x8034,耴,CJK UNIFIED IDEOGRAPH-8034
0x8035,耵,CJK UNIFIED IDEOGRAPH-8035
0x8036,耶,CJK UNIFIED IDEOGRAPH-8036
0x8037,耷,CJK UNIFIED IDEOGRAPH-8037
0x8038,耸,CJK UNIFIED IDEOGRAPH-8038
0x8039,耹,CJK UNIFIED IDEOGRAPH-8039
0x803a,耺,CJK UNIFIED IDEOGRAPH-803A
0x803b,耻,CJK UNIFIED IDEOGRAPH-803B
0x803c,耼,CJK UNIFIED IDEOGRAPH-803C
0x803d,耽,CJK UNIFIED IDEOGRAPH-803D
0x803e,耾,CJK UNIFIED IDEOGRAPH-803E
0x803f,耿,CJK UNIFIED IDEOGRAPH-803F
0x8040,聀,CJK UNIFIED IDEOGRAPH-8040
0x8041,聁,CJK UNIFIED IDEOGRAPH-8041
0x8042,聂,CJK UNIFIED IDEOGRAPH-8042
0x8043,聃,CJK UNIFIED IDEOGRAPH-8043
0x8044,聄,CJK UNIFIED IDEOGRAPH-8044
0x8045,聅,CJK UNIFIED IDEOGRAPH-8045
0x8046,聆,CJK UNIFIED IDEOGRAPH-8046
0x8047,聇,CJK UNIFIED IDEOGRAPH-8047
0x8048,聈,CJK UNIFIED IDEOGRAPH-8048
0x8049,聉,CJK UNIFIED IDEOGRAPH-8049
0x804a,聊,CJK UNIFIED IDEOGRAPH-804A
0x804b,聋,CJK UNIFIED IDEOGRAPH-804B
0x804c,职,CJK UNIFIED IDEOGRAPH-804C
0x804d,聍,CJK UNIFIED IDEOGRAPH-804D
0x804e,聎,CJK UNIFIED IDEOGRAPH-804E
0x804f,聏,CJK UNIFIED IDEOGRAPH-804F
0x8050,聐,CJK UNIFIED IDEOGRAPH-8050
0x8051,聑,CJK UNIFIED IDEOGRAPH-8051
0x8052,聒,CJK UNIFIED IDEOGRAPH-8052
0x8053,聓,CJK UNIFIED IDEOGRAPH-8053
0x8054,联,CJK UNIFIED IDEOGRAPH-8054
0x8055,聕,CJK UNIFIED IDEOGRAPH-8055
0x8056,聖,CJK UNIFIED IDEOGRAPH-8056
0x8057,聗,CJK UNIFIED IDEOGRAPH-8057
0x8058,聘,CJK UNIFIED IDEOGRAPH-8058
0x8059,聙,CJK UNIFIED IDEOGRAPH-8059
0x805a,聚,CJK UNIFIED IDEOGRAPH-805A
0x805b,聛,CJK UNIFIED IDEOGRAPH-805B
0x805c,聜,CJK UNIFIED IDEOGRAPH-805C
0x805d,聝,CJK UNIFIED IDEOGRAPH-805D
0x805e,聞,CJK UNIFIED IDEOGRAPH-805E
0x805f,聟,CJK UNIFIED IDEOGRAPH-805F
0x8060,聠,CJK UNIFIED IDEOGRAPH-8060
0x8061,聡,CJK UNIFIED IDEOGRAPH-8061
0x8062,聢,CJK UNIFIED IDEOGRAPH-8062
0x8063,聣,CJK UNIFIED IDEOGRAPH-8063
0x8064,聤,CJK UNIFIED IDEOGRAPH-8064
0x8065,聥,CJK UNIFIED IDEOGRAPH-8065
0x8066,聦,CJK UNIFIED IDEOGRAPH-8066
0x8067,聧,CJK UNIFIED IDEOGRAPH-8067
0x8068,聨,CJK UNIFIED IDEOGRAPH-8068
0x8069,聩,CJK UNIFIED IDEOGRAPH-8069
0x806a,聪,CJK UNIFIED IDEOGRAPH-806A
0x806b,聫,CJK UNIFIED IDEOGRAPH-806B
0x806c,聬,CJK UNIFIED IDEOGRAPH-806C
0x806d,聭,CJK UNIFIED IDEOGRAPH-806D
0x806e,聮,CJK UNIFIED IDEOGRAPH-806E
0x806f,聯,CJK UNIFIED IDEOGRAPH-806F
0x8070,聰,CJK UNIFIED IDEOGRAPH-8070
0x8071,聱,CJK UNIFIED IDEOGRAPH-8071
0x8072,聲,CJK UNIFIED IDEOGRAPH-8072
0x8073,聳,CJK UNIFIED IDEOGRAPH-8073
0x8074,聴,CJK UNIFIED IDEOGRAPH-8074
0x8075,聵,CJK UNIFIED IDEOGRAPH-8075
0x8076,聶,CJK UNIFIED IDEOGRAPH-8076
0x8077,職,CJK UNIFIED IDEOGRAPH-8077
0x8078,聸,CJK UNIFIED IDEOGRAPH-8078
0x8079,聹,CJK UNIFIED IDEOGRAPH-8079
0x807a,聺,CJK UNIFIED IDEOGRAPH-807A
0x807b,聻,CJK UNIFIED IDEOGRAPH-807B
0x807c,聼,CJK UNIFIED IDEOGRAPH-807C
0x807d,聽,CJK UNIFIED IDEOGRAPH-807D
0x807e,聾,CJK UNIFIED IDEOGRAPH-807E
0x807f,聿,CJK UNIFIED IDEOGRAPH-807F
0x8080,肀,CJK UNIFIED IDEOGRAPH-8080
0x8081,肁,CJK UNIFIED IDEOGRAPH-8081
0x8082,肂,CJK UNIFIED IDEOGRAPH-8082
0x8083,肃,CJK UNIFIED IDEOGRAPH-8083
0x8084,肄,CJK UNIFIED IDEOGRAPH-8084
0x8085,肅,CJK UNIFIED IDEOGRAPH-8085
0x8086,肆,CJK UNIFIED IDEOGRAPH-8086
0x8087,肇,CJK UNIFIED IDEOGRAPH-8087
0x8088,肈,CJK UNIFIED IDEOGRAPH-8088
0x8089,肉,CJK UNIFIED IDEOGRAPH-8089
0x808a,肊,CJK UNIFIED IDEOGRAPH-808A
0x808b,肋,CJK UNIFIED IDEOGRAPH-808B
0x808c,肌,CJK UNIFIED IDEOGRAPH-808C
0x808d,肍,CJK UNIFIED IDEOGRAPH-808D
0x808e,肎,CJK UNIFIED IDEOGRAPH-808E
0x808f,肏,CJK UNIFIED IDEOGRAPH-808F
0x8090,肐,CJK UNIFIED IDEOGRAPH-8090
0x8091,肑,CJK UNIFIED IDEOGRAPH-8091
0x8092,肒,CJK UNIFIED IDEOGRAPH-8092
0x8093,肓,CJK UNIFIED IDEOGRAPH-8093
0x8094,肔,CJK UNIFIED IDEOGRAPH-8094
0x8095,肕,CJK UNIFIED IDEOGRAPH-8095
0x8096,肖,CJK UNIFIED IDEOGRAPH-8096
0x8097,肗,CJK UNIFIED IDEOGRAPH-8097
0x8098,肘,CJK UNIFIED IDEOGRAPH-8098
0x8099,肙,CJK UNIFIED IDEOGRAPH-8099
0x809a,肚,CJK UNIFIED IDEOGRAPH-809A
0x809b,肛,CJK UNIFIED IDEOGRAPH-809B
0x809c,肜,CJK UNIFIED IDEOGRAPH-809C
0x809d,肝,CJK UNIFIED IDEOGRAPH-809D
0x809e,肞,CJK UNIFIED IDEOGRAPH-809E
0x809f,肟,CJK UNIFIED IDEOGRAPH-809F
0x80a0,肠,CJK UNIFIED IDEOGRAPH-80A0
0x80a1,股,CJK UNIFIED IDEOGRAPH-80A1
0x80a2,肢,CJK UNIFIED IDEOGRAPH-80A2
0x80a3,肣,CJK UNIFIED IDEOGRAPH-80A3
0x80a4,肤,CJK UNIFIED IDEOGRAPH-80A4
0x80a5,肥,CJK UNIFIED IDEOGRAPH-80A5
0x80a6,肦,CJK UNIFIED IDEOGRAPH-80A6
0x80a7,肧,CJK UNIFIED IDEOGRAPH-80A7
0x80a8,肨,CJK UNIFIED IDEOGRAPH-80A8
0x80a9,肩,CJK UNIFIED IDEOGRAPH-80A9
0x80aa,肪,CJK UNIFIED IDEOGRAPH-80AA
0x80ab,肫,CJK UNIFIED IDEOGRAPH-80AB
0x80ac,肬,CJK UNIFIED IDEOGRAPH-80AC
0x80ad,肭,CJK UNIFIED IDEOGRAPH-80AD
0x80ae,肮,CJK UNIFIED IDEOGRAPH-80AE
0x80af,肯,CJK UNIFIED IDEOGRAPH-80AF
0x80b0,肰,CJK UNIFIED IDEOGRAPH-80B0
0x80b1,肱,CJK UNIFIED IDEOGRAPH-80B1
0x80b2,育,CJK UNIFIED IDEOGRAPH-80B2
0x80b3,肳,CJK UNIFIED IDEOGRAPH-80B3
0x80b4,肴,CJK UNIFIED IDEOGRAPH-80B4
0x80b5,肵,CJK UNIFIED IDEOGRAPH-80B5
0x80b6,肶,CJK UNIFIED IDEOGRAPH-80B6
0x80b7,肷,CJK UNIFIED IDEOGRAPH-80B7
0x80b8,肸,CJK UNIFIED IDEOGRAPH-80B8
0x80b9,肹,CJK UNIFIED IDEOGRAPH-80B9
0x80ba,肺,CJK UNIFIED IDEOGRAPH-80BA
0x80bb,肻,CJK UNIFIED IDEOGRAPH-80BB
0x80bc,肼,CJK UNIFIED IDEOGRAPH-80BC
0x80bd,肽,CJK UNIFIED IDEOGRAPH-80BD
0x80be,肾,CJK UNIFIED IDEOGRAPH-80BE
0x80bf,肿,CJK UNIFIED IDEOGRAPH-80BF
0x80c0,胀,CJK UNIFIED IDEOGRAPH-80C0
0x80c1,胁,CJK UNIFIED IDEOGRAPH-80C1
0x80c2,胂,CJK UNIFIED IDEOGRAPH-80C2
0x80c3,胃,CJK UNIFIED IDEOGRAPH-80C3
0x80c4,胄,CJK UNIFIED IDEOGRAPH-80C4
0x80c5,胅,CJK UNIFIED IDEOGRAPH-80C5
0x80c6,胆,CJK UNIFIED IDEOGRAPH-80C6
0x80c7,胇,CJK UNIFIED IDEOGRAPH-80C7
0x80c8,胈,CJK UNIFIED IDEOGRAPH-80C8
0x80c9,胉,CJK UNIFIED IDEOGRAPH-80C9
0x80ca,胊,CJK UNIFIED IDEOGRAPH-80CA
0x80cb,胋,CJK UNIFIED IDEOGRAPH-80CB
0x80cc,背,CJK UNIFIED IDEOGRAPH-80CC
0x80cd,胍,CJK UNIFIED IDEOGRAPH-80CD
0x80ce,胎,CJK UNIFIED IDEOGRAPH-80CE
0x80cf,胏,CJK UNIFIED IDEOGRAPH-80CF
0x80d0,胐,CJK UNIFIED IDEOGRAPH-80D0
0x80d1,胑,CJK UNIFIED IDEOGRAPH-80D1
0x80d2,胒,CJK UNIFIED IDEOGRAPH-80D2
0x80d3,胓,CJK UNIFIED IDEOGRAPH-80D3
0x80d4,胔,CJK UNIFIED IDEOGRAPH-80D4
0x80d5,胕,CJK UNIFIED IDEOGRAPH-80D5
0x80d6,胖,CJK UNIFIED IDEOGRAPH-80D6
0x80d7,胗,CJK UNIFIED IDEOGRAPH-80D7
0x80d8,胘,CJK UNIFIED IDEOGRAPH-80D8
0x80d9,胙,CJK UNIFIED IDEOGRAPH-80D9
0x80da,胚,CJK UNIFIED IDEOGRAPH-80DA
0x80db,胛,CJK UNIFIED IDEOGRAPH-80DB
0x80dc,胜,CJK UNIFIED IDEOGRAPH-80DC
0x80dd,胝,CJK UNIFIED IDEOGRAPH-80DD
0x80de,胞,CJK UNIFIED IDEOGRAPH-80DE
0x80df,胟,CJK UNIFIED IDEOGRAPH-80DF
0x80e0,胠,CJK UNIFIED IDEOGRAPH-80E0
0x80e1,胡,CJK UNIFIED IDEOGRAPH-80E1
0x80e2,胢,CJK UNIFIED IDEOGRAPH-80E2
0x80e3,胣,CJK UNIFIED IDEOGRAPH-80E3
0x80e4,胤,CJK UNIFIED IDEOGRAPH-80E4
0x80e5,胥,CJK UNIFIED IDEOGRAPH-80E5
0x80e6,胦,CJK UNIFIED IDEOGRAPH-80E6
0x80e7,胧,CJK UNIFIED IDEOGRAPH-80E7
0x80e8,胨,CJK UNIFIED IDEOGRAPH-80E8
0x80e9,胩,CJK UNIFIED IDEOGRAPH-80E9
0x80ea,胪,CJK UNIFIED IDEOGRAPH-80EA
0x80eb,胫,CJK UNIFIED IDEOGRAPH-80EB
0x80ec,胬,CJK UNIFIED IDEOGRAPH-80EC
0x80ed,胭,CJK UNIFIED IDEOGRAPH-80ED
0x80ee,胮,CJK UNIFIED IDEOGRAPH-80EE
0x80ef,胯,CJK UNIFIED IDEOGRAPH-80EF
0x80f0,胰,CJK UNIFIED IDEOGRAPH-80F0
0x80f1,胱,CJK UNIFIED IDEOGRAPH-80F1
0x80f2,胲,CJK UNIFIED IDEOGRAPH-80F2
0x80f3,胳,CJK UNIFIED IDEOGRAPH-80F3
0x80f4,胴,CJK UNIFIED IDEOGRAPH-80F4
0x80f5,胵,CJK UNIFIED IDEOGRAPH-80F5
0x80f6,胶,CJK UNIFIED IDEOGRAPH-80F6
0x80f7,胷,CJK UNIFIED IDEOGRAPH-80F7
0x80f8,胸,CJK UNIFIED IDEOGRAPH-80F8
0x80f9,胹,CJK UNIFIED IDEOGRAPH-80F9
0x80fa,胺,CJK UNIFIED IDEOGRAPH-80FA
0x80fb,胻,CJK UNIFIED IDEOGRAPH-80FB
0x80fc,胼,CJK UNIFIED IDEOGRAPH-80FC
0x80fd,能,CJK UNIFIED IDEOGRAPH-80FD
0x80fe,胾,CJK UNIFIED IDEOGRAPH-80FE
0x80ff,胿,CJK UNIFIED IDEOGRAPH-80FF
0x8100,脀,CJK UNIFIED IDEOGRAPH-8100
0x8101,脁,CJK UNIFIED IDEOGRAPH-8101
0x8102,脂,CJK UNIFIED IDEOGRAPH-8102
0x8103,脃,CJK UNIFIED IDEOGRAPH-8103
0x8104,脄,CJK UNIFIED IDEOGRAPH-8104
0x8105,脅,CJK UNIFIED IDEOGRAPH-8105
0x8106,脆,CJK UNIFIED IDEOGRAPH-8106
0x8107,脇,CJK UNIFIED IDEOGRAPH-8107
0x8108,脈,CJK UNIFIED IDEOGRAPH-8108
0x8109,脉,CJK UNIFIED IDEOGRAPH-8109
0x810a,脊,CJK UNIFIED IDEOGRAPH-810A
0x810b,脋,CJK UNIFIED IDEOGRAPH-810B
0x810c,脌,CJK UNIFIED IDEOGRAPH-810C
0x810d,脍,CJK UNIFIED IDEOGRAPH-810D
0x810e,脎,CJK UNIFIED IDEOGRAPH-810E
0x810f,脏,CJK UNIFIED IDEOGRAPH-810F
0x8110,脐,CJK UNIFIED IDEOGRAPH-8110
0x8111,脑,CJK UNIFIED IDEOGRAPH-8111
0x8112,脒,CJK UNIFIED IDEOGRAPH-8112
0x8113,脓,CJK UNIFIED IDEOGRAPH-8113
0x8114,脔,CJK UNIFIED IDEOGRAPH-8114
0x8115,脕,CJK UNIFIED IDEOGRAPH-8115
0x8116,脖,CJK UNIFIED IDEOGRAPH-8116
0x8117,脗,CJK UNIFIED IDEOGRAPH-8117
0x8118,脘,CJK UNIFIED IDEOGRAPH-8118
0x8119,脙,CJK UNIFIED IDEOGRAPH-8119
0x811a,脚,CJK UNIFIED IDEOGRAPH-811A
0x811b,脛,CJK UNIFIED IDEOGRAPH-811B
0x811c,脜,CJK UNIFIED IDEOGRAPH-811C
0x811d,脝,CJK UNIFIED IDEOGRAPH-811D
0x811e,脞,CJK UNIFIED IDEOGRAPH-811E
0x811f,脟,CJK UNIFIED IDEOGRAPH-811F
0x8120,脠,CJK UNIFIED IDEOGRAPH-8120
0x8121,脡,CJK UNIFIED IDEOGRAPH-8121
0x8122,脢,CJK UNIFIED IDEOGRAPH-8122
0x8123,脣,CJK UNIFIED IDEOGRAPH-8123
0x8124,脤,CJK UNIFIED IDEOGRAPH-8124
0x8125,脥,CJK UNIFIED IDEOGRAPH-8125
0x8126,脦,CJK UNIFIED IDEOGRAPH-8126
0x8127,脧,CJK UNIFIED IDEOGRAPH-8127
0x8128,脨,CJK UNIFIED IDEOGRAPH-8128
0x8129,脩,CJK UNIFIED IDEOGRAPH-8129
0x812a,脪,CJK UNIFIED IDEOGRAPH-812A
0x812b,脫,CJK UNIFIED IDEOGRAPH-812B
0x812c,脬,CJK UNIFIED IDEOGRAPH-812C
0x812d,脭,CJK UNIFIED IDEOGRAPH-812D
0x812e,脮,CJK UNIFIED IDEOGRAPH-812E
0x812f,脯,CJK UNIFIED IDEOGRAPH-812F
0x8130,脰,CJK UNIFIED IDEOGRAPH-8130
0x8131,脱,CJK UNIFIED IDEOGRAPH-8131
0x8132,脲,CJK UNIFIED IDEOGRAPH-8132
0x8133,脳,CJK UNIFIED IDEOGRAPH-8133
0x8134,脴,CJK UNIFIED IDEOGRAPH-8134
0x8135,脵,CJK UNIFIED IDEOGRAPH-8135
0x8136,脶,CJK UNIFIED IDEOGRAPH-8136
0x8137,脷,CJK UNIFIED IDEOGRAPH-8137
0x8138,脸,CJK UNIFIED IDEOGRAPH-8138
0x8139,脹,CJK UNIFIED IDEOGRAPH-8139
0x813a,脺,CJK UNIFIED IDEOGRAPH-813A
0x813b,脻,CJK UNIFIED IDEOGRAPH-813B
0x813c,脼,CJK UNIFIED IDEOGRAPH-813C
0x813d,脽,CJK UNIFIED IDEOGRAPH-813D
0x813e,脾,CJK UNIFIED IDEOGRAPH-813E
0x813f,脿,CJK UNIFIED IDEOGRAPH-813F
0x8140,腀,CJK UNIFIED IDEOGRAPH-8140
0x8141,腁,CJK UNIFIED IDEOGRAPH-8141
0x8142,腂,CJK UNIFIED IDEOGRAPH-8142
0x8143,腃,CJK UNIFIED IDEOGRAPH-8143
0x8144,腄,CJK UNIFIED IDEOGRAPH-8144
0x8145,腅,CJK UNIFIED IDEOGRAPH-8145
0x8146,腆,CJK UNIFIED IDEOGRAPH-8146
0x8147,腇,CJK UNIFIED IDEOGRAPH-8147
0x8148,腈,CJK UNIFIED IDEOGRAPH-8148
0x8149,腉,CJK UNIFIED IDEOGRAPH-8149
0x814a,腊,CJK UNIFIED IDEOGRAPH-814A
0x814b,腋,CJK UNIFIED IDEOGRAPH-814B
0x814c,腌,CJK UNIFIED IDEOGRAPH-814C
0x814d,腍,CJK UNIFIED IDEOGRAPH-814D
0x814e,腎,CJK UNIFIED IDEOGRAPH-814E
0x814f,腏,CJK UNIFIED IDEOGRAPH-814F
0x8150,腐,CJK UNIFIED IDEOGRAPH-8150
0x8151,腑,CJK UNIFIED IDEOGRAPH-8151
0x8152,腒,CJK UNIFIED IDEOGRAPH-8152
0x8153,腓,CJK UNIFIED IDEOGRAPH-8153
0x8154,腔,CJK UNIFIED IDEOGRAPH-8154
0x8155,腕,CJK UNIFIED IDEOGRAPH-8155
0x8156,腖,CJK UNIFIED IDEOGRAPH-8156
0x8157,腗,CJK UNIFIED IDEOGRAPH-8157
0x8158,腘,CJK UNIFIED IDEOGRAPH-8158
0x8159,腙,CJK UNIFIED IDEOGRAPH-8159
0x815a,腚,CJK UNIFIED IDEOGRAPH-815A
0x815b,腛,CJK UNIFIED IDEOGRAPH-815B
0x815c,腜,CJK UNIFIED IDEOGRAPH-815C
0x815d,腝,CJK UNIFIED IDEOGRAPH-815D
0x815e,腞,CJK UNIFIED IDEOGRAPH-815E
0x815f,腟,CJK UNIFIED IDEOGRAPH-815F
0x8160,腠,CJK UNIFIED IDEOGRAPH-8160
0x8161,腡,CJK UNIFIED IDEOGRAPH-8161
0x8162,腢,CJK UNIFIED IDEOGRAPH-8162
0x8163,腣,CJK UNIFIED IDEOGRAPH-8163
0x8164,腤,CJK UNIFIED IDEOGRAPH-8164
0x8165,腥,CJK UNIFIED IDEOGRAPH-8165
0x8166,腦,CJK UNIFIED IDEOGRAPH-8166
0x8167,腧,CJK UNIFIED IDEOGRAPH-8167
0x8168,腨,CJK UNIFIED IDEOGRAPH-8168
0x8169,腩,CJK UNIFIED IDEOGRAPH-8169
0x816a,腪,CJK UNIFIED IDEOGRAPH-816A
0x816b,腫,CJK UNIFIED IDEOGRAPH-816B
0x816c,腬,CJK UNIFIED IDEOGRAPH-816C
0x816d,腭,CJK UNIFIED IDEOGRAPH-816D
0x816e,腮,CJK UNIFIED IDEOGRAPH-816E
0x816f,腯,CJK UNIFIED IDEOGRAPH-816F
0x8170,腰,CJK UNIFIED IDEOGRAPH-8170
0x8171,腱,CJK UNIFIED IDEOGRAPH-8171
0x8172,腲,CJK UNIFIED IDEOGRAPH-8172
0x8173,腳,CJK UNIFIED IDEOGRAPH-8173
0x8174,腴,CJK UNIFIED IDEOGRAPH-8174
0x8175,腵,CJK UNIFIED IDEOGRAPH-8175
0x8176,腶,CJK UNIFIED IDEOGRAPH-8176
0x8177,腷,CJK UNIFIED IDEOGRAPH-8177
0x8178,腸,CJK UNIFIED IDEOGRAPH-8178
0x8179,腹,CJK UNIFIED IDEOGRAPH-8179
0x817a,腺,CJK UNIFIED IDEOGRAPH-817A
0x817b,腻,CJK UNIFIED IDEOGRAPH-817B
0x817c,腼,CJK UNIFIED IDEOGRAPH-817C
